1	キュベルトン	resource/img/sweet/sweet_1.png	sweet
2	ジャヴァネ	resource/img/sweet/sweet_2.png	sweet
3	スペキュロス	resource/img/sweet/sweet_3.png	sweet
4	チョコレート	resource/img/sweet/sweet_4.png	sweet
5	マジパン	resource/img/sweet/sweet_5.png	sweet
6	ミゼラブル	resource/img/sweet/sweet_6.png	sweet
7	メルヴェイユ	resource/img/sweet/sweet_7.png	sweet
8	ワッフル	resource/img/sweet/sweet_8.png	sweet
9	カルボナード	resource/img/nosweet/sweet_9.png	nosweet
10	クロケット	resource/img/nosweet/sweet_10.png	nosweet
